URL,Repo,pom-check,PR,merged
https://github.com/awangdev/LintCode,awangdev/LintCode,none,12,1
https://github.com/alibaba/jstorm,alibaba/jstorm,include-Pom,67,30
https://github.com/rubensousa/ViewPagerCards,rubensousa/ViewPagerCards,none,1,0
https://github.com/firebase/FirebaseUI-Android,firebase/FirebaseUI-Android,none,722,612
https://github.com/527515025/springBoot,527515025/springBoot,none,15,0
https://github.com/MinecraftForge/MinecraftForge,MinecraftForge/MinecraftForge,none,3439,1558
https://github.com/yasserg/crawler4j,yasserg/crawler4j,none,137,89
https://github.com/ChadCSong/ShineButton,ChadCSong/ShineButton,none,5,5
https://github.com/btraceio/btrace,btraceio/btrace,none,60,53
https://github.com/robinhood/ticker,robinhood/ticker,none,49,46
https://github.com/Anuken/Mindustry,Anuken/Mindustry,none,1344,905
https://github.com/dinuscxj/LoadingDrawable,dinuscxj/LoadingDrawable,none,2,1
https://github.com/razerdp/BasePopup,razerdp/BasePopup,include-Pom,7,7
https://github.com/vavr-io/vavr,vavr-io/vavr,none,1494,1393
https://github.com/bingoogolapple/BGABanner-Android,bingoogolapple/BGABanner-Android,none,38,36
https://github.com/roboguice/roboguice,roboguice/roboguice,include-Pom,61,40
https://github.com/aurelhubert/ahbottomnavigation,aurelhubert/ahbottomnavigation,none,41,28
https://github.com/hazelcast/hazelcast,hazelcast/hazelcast,include-Pom,10871,9571
https://github.com/sofastack/sofa-boot,sofastack/sofa-boot,include-Pom,355,317
https://github.com/airbnb/DeepLinkDispatch,airbnb/DeepLinkDispatch,none,137,122
https://github.com/languagetool-org/languagetool,languagetool-org/languagetool,include-Pom,738,559
https://github.com/hustcc/JS-Sorting-Algorithm,hustcc/JS-Sorting-Algorithm,none,21,16
https://github.com/Manabu-GT/ExpandableTextView,Manabu-GT/ExpandableTextView,none,10,6
https://github.com/MiguelCatalan/MaterialSearchView,MiguelCatalan/MaterialSearchView,none,17,8
https://github.com/yanzhenjie/NoHttp,yanzhenjie/NoHttp,none,9,0
https://github.com/cjlin1/libsvm,cjlin1/libsvm,none,28,0
https://github.com/Meituan-Dianping/Robust,Meituan-Dianping/Robust,none,93,79
https://github.com/orhanobut/hawk,orhanobut/hawk,none,66,50
https://github.com/bitcoinj/bitcoinj,bitcoinj/bitcoinj,none,907,215
https://github.com/alibaba/jvm-sandbox,alibaba/jvm-sandbox,include-Pom,80,55
https://github.com/timehop/sticky-headers-recyclerview,timehop/sticky-headers-recyclerview,none,29,25
https://github.com/nytimes/Store,nytimes/Store,none,218,190
https://github.com/rockerhieu/emojicon,rockerhieu/emojicon,none,35,22
https://github.com/apache/lucene-solr,apache/lucene-solr,none,1318,595
https://github.com/ThirtyDegreesRay/OpenHub,ThirtyDegreesRay/OpenHub,none,46,24
https://github.com/spring-projects/spring-data-examples,spring-projects/spring-data-examples,include-Pom,151,46
https://github.com/iNPUTmice/Conversations,iNPUTmice/Conversations,none,865,499
https://github.com/codingapi/tx-lcn,codingapi/tx-lcn,include-Pom,66,43
https://github.com/raphw/byte-buddy,raphw/byte-buddy,include-Pom,130,107
https://github.com/litesuits/android-common,litesuits/android-common,none,5,3
https://github.com/baoyongzhang/SwipeMenuListView,baoyongzhang/SwipeMenuListView,none,13,10
https://github.com/tyrantgit/ExplosionField,tyrantgit/ExplosionField,none,7,2
https://github.com/zhanglei-workspace/shopping-management-system,zhanglei-workspace/shopping-management-system,none,4,0
https://github.com/xcc3641/SeeWeather,xcc3641/SeeWeather,none,8,3
https://github.com/databricks/learning-spark,databricks/learning-spark,include-Pom,9,5
https://github.com/yhaolpz/FloatWindow,yhaolpz/FloatWindow,none,7,3
https://github.com/apache/incubator-heron,apache/incubator-heron,none,2484,2226
https://github.com/roncoo/roncoo-pay,roncoo/roncoo-pay,include-Pom,10,5
https://github.com/brianway/java-learning,brianway/java-learning,include-Pom,11,3
https://github.com/zzhoujay/RichText,zzhoujay/RichText,none,8,2
https://github.com/Orbiter/anomic_ftp_server,Orbiter/anomic_ftp_server,none,0,0
https://github.com/RadiusNetworks/android-ibeacon-service,RadiusNetworks/android-ibeacon-service,none,8,5
https://github.com/goldze/MVVMHabitComponent,goldze/MVVMHabitComponent,none,0,0
https://github.com/thiagolocatelli/android-uitableview,thiagolocatelli/android-uitableview,none,10,8
https://github.com/romtsn/ArcNavigationView,romtsn/ArcNavigationView,none,2,2
https://github.com/konifar/droidkaigi2016,konifar/droidkaigi2016,none,285,270
https://github.com/jfrog/project-examples,jfrog/project-examples,none,116,73
https://github.com/Himself65/OpenArkCompiler,Himself65/OpenArkCompiler,none,0,0
https://github.com/wealthfront/magellan,wealthfront/magellan,none,33,20
https://github.com/sitewhere/sitewhere,sitewhere/sitewhere,none,95,88
https://github.com/JeasonWong/SlackLoadingView,JeasonWong/SlackLoadingView,none,2,2
https://github.com/MZCretin/AutoUpdateProject,MZCretin/AutoUpdateProject,none,0,0
https://github.com/facebookarchive/jcommon,facebookarchive/jcommon,include-Pom,39,29
https://github.com/StylingAndroid/Prism,StylingAndroid/Prism,none,5,2
https://github.com/MewX/light-novel-library_Wenku8_Android,MewX/light-novel-library_Wenku8_Android,none,7,6
https://github.com/douban/rexxar-android,douban/rexxar-android,none,69,67
https://github.com/GoodieBag/CarouselPicker,GoodieBag/CarouselPicker,none,1,1
https://github.com/ctripcorp/apollo-use-cases,ctripcorp/apollo-use-cases,include-Pom,18,18
https://github.com/ccj659/PopsTabView,ccj659/PopsTabView,none,0,0
https://github.com/ManuelPeinado/RefreshActionItem,ManuelPeinado/RefreshActionItem,include-Pom,5,5
https://github.com/AndroidAlliance/EdgeEffectOverride,AndroidAlliance/EdgeEffectOverride,none,9,7
https://github.com/jiangzehui/polygonsview,jiangzehui/polygonsview,none,0,0
https://github.com/dommerq/SuperListview,dommerq/SuperListview,none,16,15
https://github.com/DigitalPebble/storm-crawler,DigitalPebble/storm-crawler,include-Pom,259,226
https://github.com/jess-anders/two-way-gridview,jess-anders/two-way-gridview,none,3,2
https://github.com/JeasonWong/ElemeShoppingView,JeasonWong/ElemeShoppingView,none,0,0
https://github.com/TestFX/TestFX,TestFX/TestFX,none,363,314
https://github.com/RomanTruba/AndroidTouchGallery,RomanTruba/AndroidTouchGallery,none,10,10
https://github.com/premnirmal/Magnet,premnirmal/Magnet,none,11,8
https://github.com/erikwt/PullToRefresh-ListView,erikwt/PullToRefresh-ListView,none,9,4
https://github.com/LRH1993/AutoFlowLayout,LRH1993/AutoFlowLayout,none,0,0
https://github.com/nuptboyzhb/AndroidPluginFramework,nuptboyzhb/AndroidPluginFramework,none,0,0
https://github.com/Cleveroad/FireworkyPullToRefresh,Cleveroad/FireworkyPullToRefresh,none,8,8
https://github.com/lawloretienne/ImageGallery,lawloretienne/ImageGallery,none,5,2
https://github.com/ikew0ng/Dribbo,ikew0ng/Dribbo,none,4,2
https://github.com/yegor256/takes,yegor256/takes,include-Pom,411,336
https://github.com/hypertrack/live-app-android,hypertrack/live-app-android,none,12,9
https://github.com/dynamitechetan/FogView_Library,dynamitechetan/FogView_Library,none,0,0
https://github.com/dcm4che/dcm4che,dcm4che/dcm4che,include-Pom,237,175
https://github.com/mzgreen/HideOnScrollExample,mzgreen/HideOnScrollExample,none,1,1
https://github.com/akshay2211/Oblique,akshay2211/Oblique,none,2,1
https://github.com/huntermr/FastAndroid,huntermr/FastAndroid,none,5,4
https://github.com/Devskiller/jfairy,Devskiller/jfairy,include-Pom,72,66
https://github.com/littleMeng/video-live,littleMeng/video-live,none,0,0
https://github.com/smuyyh/SprintNBA,smuyyh/SprintNBA,none,2,2
https://github.com/apache/griffin,apache/griffin,include-Pom,567,4
https://github.com/GeekZooStudio/ECMobile_Android,GeekZooStudio/ECMobile_Android,none,0,0
https://github.com/glomadrian/velocimeter-view,glomadrian/velocimeter-view,none,1,1
https://github.com/AleBarreto/DragRecyclerView,AleBarreto/DragRecyclerView,none,2,2
https://github.com/heinrichreimer/material-drawer,heinrichreimer/material-drawer,none,13,4
https://github.com/graalvm/sulong,graalvm/sulong,none,748,602
https://github.com/snakerflow/snakerflow,snakerflow/snakerflow,include-Pom,2,2
https://github.com/republique-et-canton-de-geneve/chvote-1-0,republique-et-canton-de-geneve/chvote-1-0,none,20,16
https://github.com/neevek/Paginize,neevek/Paginize,none,3,2
https://github.com/beworker/tinybus,beworker/tinybus,none,18,4
https://github.com/RiccardoMoro/FreeDrawView,RiccardoMoro/FreeDrawView,none,8,8
https://github.com/alamkanak/android-empty-layout,alamkanak/android-empty-layout,none,1,1
https://github.com/yatoooon/AndroidScreenAdaptation,yatoooon/AndroidScreenAdaptation,none,3,3
https://github.com/satorufujiwara/material-scrolling,satorufujiwara/material-scrolling,none,3,3
https://github.com/jariz/MaterialUp,jariz/MaterialUp,none,9,7
https://github.com/jimkyndemeyer/js-graphql-intellij-plugin,jimkyndemeyer/js-graphql-intellij-plugin,none,13,11
https://github.com/452MJ/C9MJ,452MJ/C9MJ,none,0,0
https://github.com/mthli/Slice,mthli/Slice,none,1,1
https://github.com/yanbober/Android-Blog-Source,yanbober/Android-Blog-Source,none,1,1
https://github.com/aliumujib/Orin,aliumujib/Orin,none,0,0
https://github.com/homcin/Tuikan,homcin/Tuikan,none,2,0
https://github.com/cloverstudio/Spika,cloverstudio/Spika,none,3,3
https://github.com/OAuth-Apis/apis,OAuth-Apis/apis,include-Pom,24,17
https://github.com/rackerlabs/blueflood,rackerlabs/blueflood,include-Pom,759,630
https://github.com/lorensiuswlt/NewQuickAction,lorensiuswlt/NewQuickAction,none,2,2
https://github.com/wustor/GangedRecyclerview,wustor/GangedRecyclerview,none,0,0
https://github.com/paddybyers/anode,paddybyers/anode,none,7,6
https://github.com/nekocode/Emojix,nekocode/Emojix,none,2,2
https://github.com/HuanHaiLiuXin/SnackbarUtils,HuanHaiLiuXin/SnackbarUtils,none,0,0
https://github.com/ybq/ParallaxViewPager,ybq/ParallaxViewPager,none,0,0
https://github.com/boxme/SquareCamera,boxme/SquareCamera,none,6,4
https://github.com/glomadrian/dashed-circular-progress,glomadrian/dashed-circular-progress,none,3,3
https://github.com/soarcn/UndoBar,soarcn/UndoBar,none,15,11
https://github.com/guardianproject/NetCipher,guardianproject/NetCipher,none,77,53
https://github.com/Cleveroad/BubbleAnimationLayout,Cleveroad/BubbleAnimationLayout,none,1,1
https://github.com/lurbas/ListItemView,lurbas/ListItemView,none,9,9
https://github.com/Huawei-Hadoop/hindex,Huawei-Hadoop/hindex,include-Pom,0,0
https://github.com/renaudcerrato/DoorSignView,renaudcerrato/DoorSignView,none,0,0
https://github.com/lewisjdeane/L-Dialogs,lewisjdeane/L-Dialogs,none,17,8
https://github.com/radzio/android-data-binding-recyclerview,radzio/android-data-binding-recyclerview,none,1,1
https://github.com/chihane/JDAddressSelector,chihane/JDAddressSelector,none,0,0
https://github.com/codecentric/chaos-monkey-spring-boot,codecentric/chaos-monkey-spring-boot,include-Pom,97,87
https://github.com/java-diff-utils/java-diff-utils,java-diff-utils/java-diff-utils,include-Pom,22,16
https://github.com/apple/servicetalk,apple/servicetalk,none,933,894
https://github.com/waylife/RedEnvelopeAssistant,waylife/RedEnvelopeAssistant,none,1,1
https://github.com/dialogflow/dialogflow-android-client,dialogflow/dialogflow-android-client,none,9,5
https://github.com/WuXiaolong/AndroidUtils,WuXiaolong/AndroidUtils,none,2,2
https://github.com/novoda/bonfire-firebase-sample,novoda/bonfire-firebase-sample,none,8,7
https://github.com/support-project/knowledge,support-project/knowledge,none,527,508
https://github.com/kongnanlive/android-combination-avatar,kongnanlive/android-combination-avatar,none,0,0
https://github.com/CPPAlien/ChatKeyboard,CPPAlien/ChatKeyboard,none,3,3
https://github.com/xingrz/GankMeizhi,xingrz/GankMeizhi,none,0,0
https://github.com/PaNaVTEC/DrawableView,PaNaVTEC/DrawableView,none,0,0
https://github.com/zeromq/jzmq,zeromq/jzmq,include-Pom,214,191
https://github.com/SachinVin/citra_android,SachinVin/citra_android,none,9,4
https://github.com/TomWithJerry/CoolAndroidAnim,TomWithJerry/CoolAndroidAnim,none,27,25
https://github.com/czy1121/cornerlabelview,czy1121/cornerlabelview,none,0,0
https://github.com/h6ah4i/android-materialshadowninepatch,h6ah4i/android-materialshadowninepatch,none,2,2
https://github.com/googlearchive/android-play-places,googlearchive/android-play-places,none,6,4
https://github.com/tosslife/FoldingTabBar.Android,tosslife/FoldingTabBar.Android,none,2,2
https://github.com/dbachelder/CreditCardEntry,dbachelder/CreditCardEntry,none,27,18
https://github.com/optimaize/language-detector,optimaize/language-detector,include-Pom,12,9
https://github.com/PomepuyN/discreet-app-rate,PomepuyN/discreet-app-rate,none,15,13
https://github.com/dustin/java-memcached-client,dustin/java-memcached-client,include-Pom,20,0
https://github.com/googlearchive/easygoogle,googlearchive/easygoogle,none,12,12
https://github.com/SilenceDut/ExpandableLayout,SilenceDut/ExpandableLayout,none,1,1
https://github.com/Akdeniz/google-play-crawler,Akdeniz/google-play-crawler,include-Pom,3,3
https://github.com/StevenByle/Android-Material-Themes-Demo,StevenByle/Android-Material-Themes-Demo,none,6,6
https://github.com/CognitiveJ/cognitivej,CognitiveJ/cognitivej,none,6,4
https://github.com/IanGClifton/AndroidFloatLabel,IanGClifton/AndroidFloatLabel,none,6,5
https://github.com/Hariofspades/Dagger-2-Advanced,Hariofspades/Dagger-2-Advanced,none,3,3
https://github.com/fengzhizi715/ProxyPool,fengzhizi715/ProxyPool,none,0,0
https://github.com/Netflix/karyon,Netflix/karyon,none,206,194
https://github.com/hongyangAndroid/ColorfulStatusBar,hongyangAndroid/ColorfulStatusBar,none,1,1
https://github.com/apache/servicecomb-toolkit,apache/servicecomb-toolkit,include-Pom,71,63
https://github.com/werbhelius/GankWithZhihu,werbhelius/GankWithZhihu,none,2,2
https://github.com/githubwing/ThreeDLayout,githubwing/ThreeDLayout,none,0,0
https://github.com/CoderGuoy/Coder,CoderGuoy/Coder,none,0,0
https://github.com/sunfusheng/In-depthStudy,sunfusheng/In-depthStudy,none,0,0
https://github.com/nuuneoi/StatedFragment,nuuneoi/StatedFragment,none,0,0
https://github.com/kenumir/android-calendar-card,kenumir/android-calendar-card,none,0,0
https://github.com/rubengees/introduction,rubengees/introduction,none,5,4
https://github.com/Jaouan/CompoundLayout,Jaouan/CompoundLayout,none,0,0
https://github.com/Exslims/MercuryTrade,Exslims/MercuryTrade,include-Pom,19,12
https://github.com/onepf/OpenIAB,onepf/OpenIAB,none,162,116
https://github.com/romannurik/dashclock,romannurik/dashclock,none,17,12
https://github.com/timroes/EnhancedListView,timroes/EnhancedListView,none,8,4
https://github.com/lkuza2/java-speech-api,lkuza2/java-speech-api,include-Pom,24,21
https://github.com/wuhenzhizao/android-sku,wuhenzhizao/android-sku,none,1,1
https://github.com/hanks-zyh/AnimateCheckBox,hanks-zyh/AnimateCheckBox,none,0,0
https://github.com/huangwm1984/AndroidBase,huangwm1984/AndroidBase,none,1,0
https://github.com/yxs666/cniao5-shop,yxs666/cniao5-shop,none,0,0
https://github.com/apache/servicecomb-fence,apache/servicecomb-fence,include-Pom,14,14
https://github.com/nccgroup/freddy,nccgroup/freddy,none,3,3
https://github.com/davideas/FlipView,davideas/FlipView,none,4,3
https://github.com/udacity/Just-Java,udacity/Just-Java,none,3,2
https://github.com/sitemesh/sitemesh3,sitemesh/sitemesh3,include-Pom,17,16
https://github.com/OUYANGSIHAI/sihai-maven-ssm-alipay,OUYANGSIHAI/sihai-maven-ssm-alipay,include-Pom,0,0
https://github.com/whitesock/open-replicator,whitesock/open-replicator,include-Pom,4,3
https://github.com/medyo/Dynamicbox,medyo/Dynamicbox,none,7,6
https://github.com/Hitomis/ThumbnailMenu,Hitomis/ThumbnailMenu,none,0,0
https://github.com/mission008/B2CWeb,mission008/B2CWeb,none,0,0
https://github.com/dwmkerr/app-icon,dwmkerr/app-icon,none,70,60
https://github.com/nolanlawson/Catlog,nolanlawson/Catlog,none,12,7
https://github.com/spring-projects/rest-shell,spring-projects/rest-shell,none,10,8
https://github.com/linkaipeng/NumberCodeView,linkaipeng/NumberCodeView,none,0,0
https://github.com/peng8350/JPSpringMenu,peng8350/JPSpringMenu,none,0,0
https://github.com/impossibl/pgjdbc-ng,impossibl/pgjdbc-ng,none,234,176
https://github.com/Yarikx/reductor,Yarikx/reductor,none,16,14
https://github.com/ericmaxwell2003/ticTacToe,ericmaxwell2003/ticTacToe,none,4,3
https://github.com/matrixxun/ImmersiveDetailSample,matrixxun/ImmersiveDetailSample,none,1,1
https://github.com/D-clock/AndroidStudyCode,D-clock/AndroidStudyCode,none,0,0
https://github.com/barryhappy/TEmptyView,barryhappy/TEmptyView,none,0,0
https://github.com/tiagorlampert/sAINT,tiagorlampert/sAINT,include-Pom,1,1
https://github.com/zhangke3016/ViewSpreadTranslationController,zhangke3016/ViewSpreadTranslationController,none,0,0
https://github.com/nero520/mybatis,nero520/mybatis,include-Pom,0,0
https://github.com/Jaouan/Revealator,Jaouan/Revealator,none,0,0
https://github.com/android-cjj/ComicReader,android-cjj/ComicReader,none,0,0
https://github.com/BelkaLab/Android-Toggle-Switch,BelkaLab/Android-Toggle-Switch,none,4,1
https://github.com/xm0625/VBrowser-Android,xm0625/VBrowser-Android,none,2,1
https://github.com/grandstaish/hello-mvp-dagger-2,grandstaish/hello-mvp-dagger-2,none,0,0
https://github.com/shontauro/android-pulltorefresh-and-loadmore,shontauro/android-pulltorefresh-and-loadmore,none,7,6
https://github.com/akquinet/android-archetypes,akquinet/android-archetypes,include-Pom,29,25
https://github.com/material-motion/material-motion-android,material-motion/material-motion-android,none,5,5
https://github.com/megagao/IndoorPos,megagao/IndoorPos,include-Pom,1,1
https://github.com/android10/arrow,android10/arrow,none,2,2
https://github.com/StevenRudenko/ActionsContentView,StevenRudenko/ActionsContentView,none,10,6
https://github.com/Doctoror/ParticlesDrawable,Doctoror/ParticlesDrawable,none,0,0
https://github.com/hongyangAndroid/ColorTrackView,hongyangAndroid/ColorTrackView,none,0,0
https://github.com/zheludkovm/LinuxJavaFixes,zheludkovm/LinuxJavaFixes,include-Pom,4,3
https://github.com/mirkonasato/jodconverter,mirkonasato/jodconverter,none,4,1
https://github.com/qinci/AndroidEdit,qinci/AndroidEdit,none,0,0
https://github.com/addthis/hydra,addthis/hydra,include-Pom,272,199
https://github.com/Rukey7/IjkPlayerView,Rukey7/IjkPlayerView,none,0,0
https://github.com/vaadin/dashboard-demo,vaadin/dashboard-demo,none,25,22
https://github.com/feeeei/CircleSeekbar,feeeei/CircleSeekbar,none,3,3
https://github.com/elevenetc/BadgeView,elevenetc/BadgeView,none,0,0
https://github.com/ValuesFeng/AndroidPicturePicker,ValuesFeng/AndroidPicturePicker,none,4,4
https://github.com/ribot/easy-adapter,ribot/easy-adapter,none,18,16
https://github.com/ditclear/TimeLine,ditclear/TimeLine,none,1,1
https://github.com/redpen-cc/redpen,redpen-cc/redpen,include-Pom,535,512
https://github.com/DevinShine/MagicCircle,DevinShine/MagicCircle,none,3,3
https://github.com/StomHong/CustomizeKeyboard,StomHong/CustomizeKeyboard,none,0,0
https://github.com/duckduckgo/android-search-and-stories,duckduckgo/android-search-and-stories,none,120,99
https://github.com/alkacon/opencms-core,alkacon/opencms-core,none,132,58
https://github.com/maksim88/PasswordEditText,maksim88/PasswordEditText,none,0,0
https://github.com/xiaoxiangyeyuHeaven/HeavenlyModule,xiaoxiangyeyuHeaven/HeavenlyModule,none,0,0
https://github.com/baidu/Jprotobuf-rpc-socket,baidu/Jprotobuf-rpc-socket,include-Pom,7,4
https://github.com/yxl/DownloadProvider,yxl/DownloadProvider,none,2,2
https://github.com/hsiafan/requests,hsiafan/requests,include-Pom,6,4
https://github.com/yoyiyi/bilisoleil,yoyiyi/bilisoleil,none,0,0
https://github.com/alphamu/AnimatedEditText,alphamu/AnimatedEditText,none,4,2
https://github.com/MinecraftForge/FML,MinecraftForge/FML,none,302,102
https://github.com/wusp/IndicatorBox,wusp/IndicatorBox,none,0,0
https://github.com/evernote/evernote-sdk-android,evernote/evernote-sdk-android,none,24,14